CodigoDC,Cliente,Marca,Cupo
411633,4003,40,16
411633,4050,40,16
411633,4138,40,16
411633,5849,40,16
411633,9930,40,16
411633,12673,40,16
411655,7853,39,20
411657,3028,40,16
411657,3972,40,16
411657,12846,40,16
411657,13118,40,16
411659,10012,40,16
411679,515,40,16
411679,555,40,16
411679,2157,40,16
411679,2885,40,16
411679,3448,40,16
411679,3738,40,16
411679,3846,40,16
411679,5155,40,16
411679,5728,40,16
411679,5848,40,16
411679,6193,40,16
411679,6899,40,16
411679,7770,40,16
411679,8382,40,16
411679,8652,40,16
411679,12108,40,16
411679,13090,40,16
411679,14103,40,16
411681,10658,40,16
411681,12774,40,16
411682,1055,40,16
411683,4848,40,16
411683,9169,40,16
411702,1681,40,16
411702,1782,40,16
411702,2531,39,20
411702,8768,40,16
411703,7862,40,16
411705,8187,40,16
411705,8957,40,16
411707,1181,40,16
411726,2713,39,20
411730,840,40,16
411730,1780,40,16
411747,12717,40,16
411768,3082,40,16
411768,3384,40,16
411768,8272,40,16
411768,12127,40,16
411769,1005,40,16
411769,1071,40,16
411769,2004,40,16
411769,2395,39,20
411769,9460,39,20
411769,11325,39,20
411769,12702,40,16
411769,12948,40,16
411771,1761,40,16
411771,6405,40,16
411803,6656,40,16
411803,6874,40,16
411806,7893,40,16
411832,784,40,16
411832,2084,40,16
411832,4844,40,16
411833,3933,40,16
411833,4041,40,16
411836,7377,40,16
411872,2748,39,20
411872,2748,40,16
411874,4609,40,16
411902,3046,40,16
411905,1570,40,16
411905,7114,40,16
411950,5301,40,16
411953,973,40,16
411953,13620,40,16
411968,2955,40,16
411971,8896,40,16
412003,9453,40,16
412005,3991,40,16
412006,2460,39,20
412013,4059,40,16
412014,2646,40,16
412016,1576,40,16
412017,7118,40,16
412019,9302,40,16
412040,6013,40,16
412058,8424,39,20
412068,5472,40,16
412072,7189,40,16
412072,12770,40,16
412096,7731,40,16
412107,11245,40,16
412112,10572,40,16
412129,310,39,20
412129,310,40,16
412129,2209,40,16
412129,2229,40,16
412129,2982,40,16
412129,3199,40,16
412129,3215,40,16
412129,3222,40,16
412129,3383,40,16
412129,3901,40,16
412129,4134,40,16
412129,4179,40,16
412129,5712,40,16
412129,6727,40,16
412129,8793,40,16
412129,9583,40,16
412129,11175,40,16
412129,13594,40,16
412131,763,40,16
412131,5214,40,16
412131,9084,40,16
412131,11378,40,16
412131,12755,40,16
412131,13537,40,16
412132,1127,40,16
412132,1708,40,16
412132,1919,39,20
412132,4363,40,16
412132,6580,39,20
412132,7903,39,20
412132,7903,40,16
412132,11283,39,20
412133,328,40,16
412133,3003,40,16
412133,3362,40,16
412133,3472,40,16
412133,7037,40,16
412133,7175,40,16
412133,7402,40,16
412133,8271,40,16
412135,4849,40,16
412135,6256,40,16
412138,1688,40,16
412138,1721,40,16
412138,1851,40,16
412138,7545,40,16
412142,12889,40,16
412142,14164,40,16
412143,329,40,16
412143,2217,40,16
412143,3336,40,16
412143,3475,40,16
412143,3573,40,16
412143,3815,40,16
412143,3855,40,16
412143,4055,40,16
412143,7558,40,16
412143,8049,40,16
412143,8056,40,16
412143,8576,40,16
412143,8819,40,16
412143,9001,40,16
412143,9649,40,16
412143,11371,40,16
412143,11613,40,16
412143,12050,40,16
412143,13212,40,16
412143,13440,40,16
412144,1894,40,16
412144,2574,39,20
412144,2602,39,20
412144,2811,39,20
412144,5624,39,20
412144,8714,39,20
412144,10901,40,16
412144,10920,39,20
412144,13400,40,16
412145,6887,40,16
412146,880,40,16
412146,6096,40,16
412146,6507,40,16
412146,7381,40,16
412146,7555,40,16
412146,7874,40,16
412146,10181,40,16
412146,10864,40,16
412146,12324,40,16
412146,13317,40,16
412147,3281,40,16
412147,5353,40,16
412147,9370,40,16
412147,12971,40,16
412149,4217,40,16
412149,7667,40,16
412149,10325,40,16
412149,10748,40,16
412149,13271,40,16
412153,2565,39,20
412153,5292,39,20
412153,11554,40,16
412158,4829,40,16
412160,5956,40,16
412160,10792,40,16
412160,13535,40,16
412165,5660,40,16
412168,4486,40,16
412169,367,40,16
412169,3061,40,16
412169,8720,40,16
412169,12975,40,16
412172,7614,39,20
412174,1134,40,16
412174,10130,39,20
412175,10162,40,16
412176,3947,40,16
412176,9008,40,16
412176,10404,40,16
412176,12720,40,16
412176,13059,40,16
412179,791,40,16
412179,8057,40,16
412179,9442,40,16
412181,7120,40,16
412182,10801,40,16
412184,9990,40,16
412187,4326,40,16
412187,5132,40,16
412188,13437,40,16
412189,12203,40,16
412190,7129,40,16
412190,11140,40,16
412191,12799,40,16
412233,2725,39,20
412233,11686,40,16
412236,7305,40,16
412236,11893,40,16
412236,13183,40,16
412249,6152,40,16
412249,10019,40,16
412262,11753,40,16
412263,8457,40,16
412263,12047,40,16
412263,12672,40,16
412286,8234,39,20
412295,3943,40,16
412311,2932,40,16
412313,11570,40,16
412313,11684,40,16
412315,6902,40,16
412362,11258,40,16
412362,11549,40,16
412383,4390,39,20
412386,3525,40,16
412386,10940,40,16
412411,872,40,16
412431,3741,40,16
412453,4273,39,20
412494,2604,39,20
412495,3879,40,16
412497,11808,40,16
412558,8742,40,16
412596,13125,40,16
412663,13490,40,16
412726,13145,40,16
412820,887,40,16
412831,5336,40,16
412833,10314,40,16
412876,10556,40,16
412880,8001,40,16
412885,4014,40,16
412885,4152,40,16
412885,5960,40,16
412887,8970,40,16
412888,3055,40,16
412890,3629,40,16
412895,4338,40,16
412898,7764,40,16
412902,6652,40,16
412905,6005,40,16
412906,2971,40,16
412906,3857,40,16
412907,4017,40,16
412914,3902,40,16
412920,9661,40,16
412933,10207,40,16
412939,6920,40,16
412939,9337,40,16
412950,9106,40,16
412950,13120,40,16
412960,4073,40,16
412960,8796,40,16
412960,12916,40,16
412965,4076,40,16
412965,6397,40,16
412965,12875,40,16
412970,8615,40,16
412970,11948,40,16
420504,5024,40,16
420677,3445,40,16
420780,11151,40,16
420975,6080,40,16
421097,3005,40,16
421784,8632,40,16
421923,7103,40,16
422379,4767,40,16
422798,4483,40,16
422802,9575,40,16
422832,10219,40,16
423143,791,40,16
424275,6462,40,16
424289,10018,40,16
424848,3034,40,16
425463,7799,40,16
425465,420,40,16
425518,5974,40,16
425744,7528,40,16
426416,2809,39,20
426461,1952,40,16
426693,2708,39,20
426699,2631,39,20
432254,10421,40,16
433047,2016,40,16
433321,5877,40,16
433331,8234,40,16
433385,10425,40,16
433396,1757,40,16
433505,1884,40,16
433643,5275,40,16
433689,7916,40,16
434436,9841,40,16
434447,7660,40,16
434467,5964,40,16
434742,10197,40,16
435030,7989,39,20
435059,7853,39,20
435563,2475,39,20
435878,6386,39,20
436138,4220,39,20
436175,10599,39,20
436255,5114,39,20
436350,6267,39,20
437817,10183,40,16
440880,1700,40,16
441020,4268,40,16
441033,7998,40,16
441070,13351,40,16
441105,6825,40,16
441155,4233,40,16
441352,4226,40,16
441469,4333,40,16
441483,7041,40,16
441500,6332,40,16
441979,5457,40,16
442079,8098,40,16
442148,9441,40,16
442640,2544,39,20
442795,10224,39,20
442830,7130,39,20
442844,11039,39,20
442914,11898,39,20
443079,2451,39,20
443080,2459,39,20
443239,6625,39,20
443350,5804,40,16
444792,5133,39,20
444929,9667,39,20
444984,7865,40,16
445209,2964,40,16
445251,4032,40,16
445545,1647,40,16
445556,2037,40,16
446256,10659,40,16
447135,8424,40,16
447207,12812,40,16
447325,4742,40,16
448432,11419,40,16
448557,11988,40,16
448617,827,40,16
449017,11808,40,16
449100,8253,40,16
449183,8759,40,16
449318,10117,40,16
449409,4622,40,16
449596,4604,40,16
449649,8392,40,16
450404,10037,40,16
451535,10322,40,16
452076,6305,40,16
452196,10367,40,16
452412,7809,40,16
452550,3707,40,16
452844,8796,40,16
452886,10479,40,16
453061,3840,40,16
453428,7501,40,16
453447,3919,40,16
453604,12269,40,16
453842,3863,40,16
453948,8395,40,16
454520,3507,40,16
454743,3445,40,16
454947,3219,40,16
454981,9836,40,16
455037,3230,40,16
455044,7406,40,16
455057,3257,40,16
455165,3189,40,16
455511,13257,40,16
455543,12523,40,16
455953,4165,40,16
455969,10854,40,16
456265,4160,40,16
456320,3549,40,16
456537,3081,40,16
456748,4132,40,16
456887,12212,40,16
457160,10970,40,16
457268,10160,40,16
458023,2876,40,16
458046,9833,40,16
458335,11526,40,16
458682,5936,39,20
459519,7165,40,16
459620,5021,40,16
459630,10036,40,16
459745,12110,40,16
459827,9229,40,16
460033,3283,40,16
460492,4892,40,16
461348,8301,40,16
461576,8029,40,16
461615,7348,40,16
461777,5085,40,16
461785,4483,40,16
461818,10818,40,16
461875,8324,40,16
461974,1589,40,16
461988,12446,40,16
462195,3379,40,16
462641,3732,40,16
462676,3361,40,16
462741,3506,40,16
462871,12774,40,16
462885,3472,40,16
463005,3983,40,16
463009,4017,40,16
463042,5301,40,16
463110,4002,40,16
463288,3899,40,16
463403,3973,40,16
463421,3871,40,16
463484,3843,40,16
463560,3980,40,16
463907,4787,40,16
463964,3858,40,16
464102,3782,40,16
464213,1959,40,16
464297,6015,40,16
464610,3240,40,16
464859,4219,40,16
464981,963,40,16
465089,6171,40,16
465224,8559,40,16
465267,956,40,16
465293,10291,40,16
465324,3115,40,16
465418,3124,40,16
465502,12336,40,16
465614,1706,40,16
465919,7279,40,16
466047,12266,40,16
466248,819,40,16
466249,12961,40,16
466458,7688,40,16
466648,8117,40,16
467050,909,40,16
467289,4158,40,16
467576,9169,40,16
467722,4183,40,16
468329,4131,40,16
468546,3596,40,16
468566,9417,40,16
468604,7796,40,16
468748,4885,40,16
469008,11991,40,16
469338,2140,40,16
469763,457,40,16
469883,9214,40,16
470402,422,40,16
470553,9970,40,16
470813,3556,40,16
471060,7330,40,16
471317,553,40,16
471367,11589,40,16
471517,555,40,16
471817,2181,40,16
472024,5268,40,16
472918,773,40,16
473098,4513,40,16
473192,5320,40,16
473511,4851,40,16
473602,7567,40,16
473717,6125,40,16
474300,2445,39,20
474303,9127,39,20
474341,2646,39,20
474361,5782,40,16
474810,1945,40,16
474952,12371,39,20
475652,3859,40,16
475652,12370,40,16
475682,615,40,16
475757,3122,40,16
475763,3493,40,16
475763,3760,40,16
475763,6165,40,16
475812,8272,40,16
475840,3182,40,16
478728,8387,39,20
480170,9414,40,16
480352,5024,40,16
480781,10571,40,16
481009,5944,40,16
481325,4025,40,16
481334,4166,40,16
481394,8354,40,16
481770,3773,40,16
481792,11129,40,16
481817,12304,40,16
481911,9954,40,16
482255,371,40,16
482311,11427,40,16
482735,2214,40,16
483124,10167,40,16
483386,418,40,16
483638,550,40,16
483890,2194,40,16
484043,2246,40,16
484423,11040,40,16
484646,4540,40,16
485037,899,40,16
486122,977,40,16
487625,5112,39,20
487675,2074,40,16
487691,1808,40,16
487782,2078,40,16
487875,11174,40,16
487891,11486,40,16
488106,7762,40,16
488954,1112,40,16
489293,3239,40,16
489352,3215,40,16
489482,4199,40,16
489563,5426,40,16
489656,11076,40,16
489745,3756,40,16
489866,543,40,16
489933,2880,40,16
490212,6733,40,16
490277,6299,40,16
490369,5648,40,16
490476,5306,40,16
490535,4760,40,16
490724,10910,40,16
490858,1011,40,16
490984,1425,40,16
492024,1729,40,16
492048,5551,40,16
492213,4296,40,16
493732,5312,40,16
493756,1048,40,16
493756,2669,39,20
493756,14051,40,16
493757,656,40,16
493758,1643,40,16
493758,1678,40,16
493758,4559,40,16
493758,8907,40,16
493758,10242,40,16
493758,10903,40,16
493758,11961,40,16
493758,12686,40,16
493758,12798,40,16
493759,2509,39,20
493759,2702,39,20
493759,6039,40,16
493759,8716,40,16
493759,9904,40,16
493759,10838,39,20
493759,12706,40,16
493759,13924,39,20
493760,575,40,16
493760,3227,40,16
493760,3909,40,16
493760,3988,40,16
493760,4120,40,16
493760,5266,40,16
493760,6107,40,16
493760,6671,40,16
493760,7408,40,16
493760,8819,40,16
493760,9352,40,16
493760,10095,40,16
493760,11280,40,16
493760,11658,40,16
493762,516,40,16
493762,617,40,16
493762,3173,40,16
493762,7526,40,16
493762,8578,40,16
493762,11215,40,16
493762,12316,40,16
493762,13983,40,16
493764,1341,40,16
493765,1087,40,16
493765,2390,39,20
493765,2718,39,20
493765,2816,39,20
493765,5883,40,16
493765,7228,39,20
493765,8095,39,20
493765,9576,40,16
493765,10051,39,20
493765,10130,39,20
493765,11643,39,20
493765,12995,40,16
493765,14026,39,20
493766,4608,40,16
493766,6726,40,16
493766,7209,40,16
493766,7878,40,16
493766,13012,40,16
493767,394,40,16
493767,416,40,16
493767,442,40,16
493767,631,40,16
493767,1025,40,16
493767,2229,40,16
493767,2953,40,16
493767,3537,40,16
493767,3699,40,16
493767,3804,40,16
493767,3869,40,16
493767,3998,40,16
493767,4927,39,20
493767,5444,40,16
493767,6727,40,16
493767,7720,40,16
493767,9260,40,16
493767,10167,40,16
493767,10681,40,16
493767,11727,40,16
493767,13708,40,16
493768,1409,40,16
493768,7198,40,16
493769,1903,40,16
493769,5980,40,16
493769,7011,39,20
493769,7347,39,20
493769,7519,40,16
493769,8955,39,20
493771,822,40,16
493771,888,40,16
493771,1575,40,16
493771,1843,40,16
493771,4581,40,16
493771,4696,40,16
493771,10031,40,16
493771,13228,40,16
493772,2189,40,16
493772,2240,40,16
493772,2870,40,16
493772,3066,40,16
493772,3518,40,16
493772,3724,40,16
493772,3865,40,16
493772,4008,40,16
493772,4115,40,16
493772,5038,39,20
493772,7138,40,16
493772,7319,40,16
493772,8793,40,16
493772,9869,40,16
493772,9910,40,16
493772,10859,40,16
493772,12454,40,16
493772,14166,40,16
493772,14357,40,16
493774,9651,40,16
493774,11378,40,16
493775,2567,39,20
493775,2677,39,20
493775,4316,40,16
493775,14378,40,16
493776,3411,40,16
493776,4964,40,16
493776,6317,40,16
493776,7741,40,16
493776,8135,40,16
493776,8354,40,16
493776,8494,40,16
493776,8876,40,16
493776,10312,40,16
493776,11600,40,16
493776,12886,40,16
493776,14194,40,16
493777,9536,40,16
493778,6255,40,16
493778,7286,40,16
493778,9671,40,16
493778,12755,40,16
493778,13626,40,16
493779,1999,40,16
493779,2514,39,20
493780,4313,40,16
493780,5360,39,20
493781,2181,40,16
493781,4102,40,16
493781,7220,40,16
493781,8228,40,16
493781,12813,40,16
493781,14426,40,16
493783,777,40,16
493783,899,40,16
493783,1726,40,16
493783,10540,40,16
493784,8028,40,16
493784,8611,40,16
493785,3385,40,16
493785,3407,40,16
493785,3570,40,16
493785,4080,40,16
493785,8600,40,16
493785,9430,40,16
493785,10124,40,16
493785,13460,40,16
493787,1833,40,16
493787,9445,40,16
493788,2402,39,20
493788,2537,39,20
493788,13597,39,20
493809,9060,39,20
493809,11871,39,20
493810,3510,40,16
493810,4101,40,16
493810,12527,40,16
493810,13518,40,16
493829,4032,40,16
493833,1840,40,16
493833,2609,39,20
493833,4386,39,20
493833,7865,40,16
493834,3973,40,16
493834,4135,40,16
493834,4145,40,16
493834,4157,40,16
493834,11670,40,16
493834,13386,40,16
493836,1585,40,16
493836,11988,40,16
493858,1804,40,16
493859,3101,40,16
493859,6002,40,16
493859,8200,40,16
493859,8664,40,16
493860,1146,40,16
493860,5159,39,20
493861,833,40,16
493883,3379,40,16
493883,3789,40,16
493883,8810,40,16
493904,4804,40,16
493907,2249,40,16
493907,3870,40,16
493907,8230,40,16
493908,1475,39,20
493909,6001,40,16
493909,13238,40,16
493930,6302,40,16
493931,415,40,16
493931,4189,40,16
493931,9836,40,16
493933,4819,40,16
493955,3108,40,16
493955,7355,40,16
493955,7675,40,16
493977,4285,40,16
493977,13802,40,16
493978,444,40,16
493978,3592,40,16
493978,5678,40,16
493978,11258,40,16
493979,6482,40,16
494001,3629,40,16
494001,3741,40,16
494001,9567,40,16
494001,13118,40,16
494025,8933,40,16
494043,1007,40,16
494044,1220,40,16
494081,3295,40,16
494081,3425,40,16
494081,4338,40,16
494082,1681,40,16
494116,4737,40,16
494116,6243,40,16
494145,3560,40,16
494171,2880,40,16
494171,3235,40,16
494172,9512,40,16
494174,7135,40,16
494174,7744,40,16
494174,12424,40,16
494174,13563,40,16
494223,2971,40,16
494224,9615,40,16
494226,5033,40,16
494251,5301,40,16
494276,11357,40,16
494277,4497,40,16
494278,10184,40,16
494291,2997,40,16
494292,10407,40,16
494306,3991,40,16
494309,4609,40,16
494325,9816,40,16
494326,2983,40,16
494350,5426,40,16
494427,1639,40,16
494427,1915,40,16
494427,4653,40,16
494427,7269,40,16
494427,11837,40,16
494427,12374,40,16
494428,323,40,16
494428,331,40,16
494428,405,40,16
494428,476,40,16
494428,580,40,16
494428,2871,40,16
494428,3031,40,16
494428,3196,40,16
494428,3690,40,16
494428,3754,40,16
494428,3770,40,16
494428,3922,40,16
494428,3924,40,16
494428,4070,40,16
494428,5281,40,16
494428,5393,40,16
494428,5982,40,16
494428,6035,40,16
494428,6244,40,16
494428,6436,40,16
494428,6511,40,16
494428,7788,40,16
494428,8869,40,16
494428,9196,40,16
494428,9995,40,16
494428,10772,40,16
494428,10980,40,16
494428,12055,40,16
494428,12593,40,16
494428,12603,39,20
494428,13528,40,16
494428,14100,40,16
494428,14151,40,16
494429,2851,39,20
494429,7136,39,20
494429,9224,40,16
494429,10029,39,20
494430,1046,40,16
494430,1129,40,16
494430,1689,40,16
494430,2572,39,20
494430,2706,39,20
494430,4284,40,16
494430,5357,40,16
494430,5909,40,16
494430,6063,40,16
494430,8932,40,16
494430,12365,40,16
494430,12609,40,16
494430,13748,39,20
494431,13027,40,16
494431,13458,40,16
494431,13896,40,16
494432,4551,40,16
494432,7448,40,16
494433,922,40,16
494433,1686,40,16
494433,4846,40,16
494433,5205,40,16
494433,5220,40,16
494433,5660,40,16
494433,7994,40,16
494433,8174,40,16
494433,12468,40,16
494433,13106,40,16
494433,13703,40,16
494434,321,40,16
494434,411,39,20
494434,455,40,16
494434,525,40,16
494434,568,39,20
494434,568,40,16
494434,3001,40,16
494434,3475,40,16
494434,3485,40,16
494434,3689,40,16
494434,3739,40,16
494434,4075,40,16
494434,4146,40,16
494434,5074,40,16
494434,5739,40,16
494434,5943,40,16
494434,6880,40,16
494434,8887,40,16
494434,9117,39,20
494434,9193,40,16
494434,9236,40,16
494434,10791,40,16
494434,10849,40,16
494434,12671,40,16
494434,13162,40,16
494434,13280,40,16
494435,1885,40,16
494435,2038,40,16
494435,2367,39,20
494435,2473,39,20
494435,2525,39,20
494435,2785,40,16
494435,5524,39,20
494435,6718,39,20
494435,6917,40,16
494435,8180,40,16
494435,8758,40,16
494435,9570,39,20
494435,13853,39,20
494437,6041,40,16
494441,12598,40,16
494442,2557,40,16
494443,11125,40,16
494443,11827,39,20
494444,7109,40,16
494447,3225,40,16
494447,11427,40,16
494447,12200,40,16
494447,12934,40,16
494451,11338,40,16
494455,4263,40,16
494455,8805,40,16
494455,12646,39,20
494456,12324,40,16
494457,3350,40,16
494457,11141,40,16
494457,12110,39,20
494462,3582,40,16
494462,8720,40,16
494462,9805,40,16
494462,10870,40,16
494462,11509,40,16
494463,13087,39,20
494464,10685,40,16
494466,8590,40,16
494466,9627,40,16
494468,5214,40,16
494475,3574,40,16
494528,6909,39,20
494528,6909,40,16
494575,8827,40,16
494596,1653,40,16
494620,2416,39,20
494668,11258,40,16
494668,11549,40,16
494690,2770,39,20
494691,3493,40,16
494732,3053,40,16
494732,10964,40,16
494774,11808,40,16
494803,8287,40,16
494835,6564,40,16
494961,4542,40,16
494984,9158,40,16
494989,13490,40,16
495003,11916,40,16
495012,11150,40,16
495019,12217,40,16
495052,10147,40,16
495555,1118,40,16
495555,1138,40,16
495555,2546,39,20
495555,8085,39,20
495555,9221,39,20
495557,2164,40,16
495557,3006,40,16
495557,3146,40,16
495557,3622,40,16
495557,6950,40,16
495557,9768,40,16
495557,9813,40,16
495557,10008,40,16
495557,13327,40,16
495557,13502,40,16
495559,68,40,16
495559,5052,40,16
495560,4556,40,16
495560,6650,40,16
495560,10340,40,16
495561,950,40,16
495562,445,40,16
495562,3019,40,16
495562,3737,40,16
495562,5227,40,16
495562,5229,40,16
495562,5249,40,16
495562,5386,40,16
495562,5876,40,16
495562,6745,40,16
495562,8760,40,16
495562,8947,40,16
495562,9196,40,16
495562,9758,40,16
495562,12030,40,16
495562,14038,40,16
495562,14133,40,16
495563,498,40,16
495563,13085,40,16
495564,2480,39,20
495564,2574,39,20
495564,5299,40,16
495564,5337,40,16
495564,5391,40,16
495564,6628,40,16
495564,7738,40,16
495564,11864,39,20
495565,1086,40,16
495565,8756,39,20
495566,220,40,16
495567,4726,40,16
495568,991,40,16
495568,5240,40,16
495568,13161,40,16
495569,2878,40,16
495569,3148,40,16
495569,3219,40,16
495569,3757,40,16
495569,3882,40,16
495569,3997,40,16
495569,4069,40,16
495569,4179,40,16
495569,5078,40,16
495569,5424,40,16
495569,6680,40,16
495569,9260,40,16
495569,10395,40,16
495569,11388,40,16
495569,14457,40,16
495570,412,40,16
495570,579,40,16
495570,8715,40,16
495571,5490,40,16
495571,7154,39,20
495571,7400,39,20
495572,11140,40,16
495573,4477,40,16
495573,4648,40,16
495573,5193,40,16
495573,9791,40,16
495573,13228,40,16
495574,12869,40,16
495575,3270,40,16
495575,3720,40,16
495575,4045,40,16
495575,5699,40,16
495575,7175,40,16
495575,8590,40,16
495575,9396,40,16
495575,12462,40,16
495577,2792,39,20
495577,5008,40,16
495577,5140,39,20
495577,11462,40,16
495577,14074,40,16
495578,977,40,16
495578,980,40,16
495578,4513,40,16
495578,5984,40,16
495578,10230,40,16
495599,3385,40,16
495599,8075,40,16
495599,8465,40,16
495599,10113,40,16
495600,3531,40,16
495600,10404,40,16
495602,2411,40,16
495602,4275,40,16
495602,8133,40,16
495603,749,40,16
495603,1726,40,16
495603,4958,40,16
495644,3034,40,16
495644,3474,40,16
495644,4158,40,16
495644,12452,40,16
495644,12526,40,16
495645,2316,39,20
495645,2316,40,16
495646,6334,40,16
495647,1596,40,16
495689,3841,40,16
495691,8248,40,16
495733,5268,40,16
495733,5878,40,16
495733,9836,40,16
495733,12791,40,16
495733,13601,40,16
495735,6001,40,16
495735,8018,40,16
495776,1394,40,16
495777,5201,40,16
495777,6376,40,16
495777,12980,40,16
495778,7092,39,20
495778,10599,39,20
495819,4111,40,16
495819,6874,40,16
495819,9567,40,16
495855,9985,40,16
495856,2975,40,16
495859,4660,40,16
495862,6005,40,16
495862,6672,40,16
495895,11630,40,16
495906,8768,40,16
495923,6445,40,16
495923,9930,40,16
495980,3866,40,16
495980,14375,40,16
496011,9777,40,16
496011,11714,40,16
496061,9498,40,16
496086,906,40,16
496103,9263,40,16
496219,7184,40,16
496251,6689,39,20
496253,3120,40,16
496253,11476,40,16
496256,9958,40,16
496257,6331,40,16
496258,7239,40,16
496258,8232,40,16
496258,14049,40,16
496259,426,40,16
496259,8872,40,16
496259,12986,40,16
496260,6931,39,20
496260,8537,39,20
496260,9766,39,20
496260,11464,40,16
496260,11693,40,16
496260,13351,40,16
496261,9670,40,16
496263,4733,40,16
496263,5285,40,16
496264,7192,40,16
496264,8142,40,16
496264,11040,40,16
496264,12943,40,16
496265,3350,40,16
496265,3515,40,16
496265,3982,40,16
496265,10651,40,16
496267,4417,40,16
496267,6070,40,16
496267,7861,39,20
496269,1620,40,16
496271,8796,40,16
496273,10852,40,16
496295,12670,40,16
496474,3429,40,16
496474,12323,40,16
496476,2360,39,20
496476,4245,40,16
496476,12616,39,20
496477,6855,40,16
496477,8097,40,16
496477,14001,40,16
496506,4028,40,16
496518,3782,40,16
496518,3928,40,16
496518,7676,40,16
496518,12851,40,16
496518,12939,40,16
496521,4410,39,20
496526,6909,40,16
496562,12961,40,16
496566,6825,40,16
496566,7418,40,16
496609,12723,40,16
496610,2580,40,16
496649,2948,40,16
496649,13034,40,16
496651,976,40,16
496692,6444,39,20
496693,3077,40,16
496693,5678,40,16
496693,8315,40,16
496693,9925,40,16
496696,3556,40,16
496696,12846,40,16
496697,872,40,16
496736,5475,40,16
496760,3535,40,16
496836,5410,40,16
496851,7241,40,16
496853,3866,40,16
496990,9731,40,16
497032,10355,40,16
497323,1934,40,16
497856,7705,40,16
497881,7306,40,16
498049,3686,40,16
498057,5516,40,16
498274,3079,40,16
498612,3953,40,16
498701,6554,40,16
499047,3846,40,16
499575,11966,40,16
499620,3046,40,16
499628,3629,40,16
499765,2984,40,16
499941,7346,40,16
500062,5778,40,16
500261,8230,40,16
500296,3295,40,16
500391,3016,40,16
500528,4054,40,16
500805,4164,40,16
500823,8828,40,16
501085,12127,40,16
501176,3058,40,16
501280,4072,40,16
501305,13086,40,16
501319,12180,40,16
501430,6900,40,16
501513,3600,40,16
501780,3150,40,16
502088,7828,40,16
502170,7446,40,16
502320,7293,40,16
502816,447,40,16
503517,8664,40,16
503663,3531,40,16
504093,9735,40,16
504094,12569,40,16
504577,528,40,16
504610,2181,40,16
504893,3409,40,16
504901,3082,40,16
504915,7378,40,16
504938,3047,40,16
504993,8212,40,16
505031,7893,40,16
505170,1570,40,16
505312,1603,40,16
505527,907,40,16
506517,11630,40,16
506738,4741,40,16
506781,4750,40,16
507323,7854,40,16
507638,961,40,16
507707,7904,40,16
507940,5217,40,16
507999,6096,40,16
510006,2441,39,20
510013,2632,39,20
511610,2284,39,20
512191,9687,40,16
512822,6302,40,16
513105,4222,40,16
513126,10911,40,16
513304,4245,40,16
514060,2837,39,20
514087,2542,39,20
514265,2416,39,20
514298,14448,39,20
514930,2771,39,20
515587,909,40,16
515847,9352,40,16
517145,3947,40,16
517868,3487,40,16
517925,3445,40,16
517988,3153,40,16
518146,10556,40,16
518261,3179,40,16
518309,10947,40,16
518388,3233,40,16
518572,10070,40,16
518600,5527,40,16
518628,4066,40,16
518911,11043,40,16
519324,3380,40,16
519452,3005,40,16
519623,8739,40,16
519626,9569,40,16
519988,3606,40,16
520026,6969,40,16
520039,3403,40,16
520307,9070,40,16
520636,2156,40,16
520655,2223,40,16
521781,9496,40,16
522233,3283,40,16
522775,8755,40,16
523294,8301,40,16
523755,8324,40,16
524121,11988,40,16
524323,860,40,16
525073,8392,40,16
525153,4608,40,16
525622,6762,40,16
526260,13693,39,20
527276,955,40,16
527738,6305,40,16
527834,10367,40,16
527854,5185,40,16
528104,11507,40,16
529666,1808,40,16
529838,2056,40,16
529857,9432,40,16
530322,4228,40,16
530725,4363,40,16
530772,4247,40,16
530849,11301,40,16
531223,9441,40,16
531523,2634,39,20
531928,2429,39,20
531969,2451,39,20
532031,9038,39,20
532184,10432,39,20
532708,5980,39,20
533471,2575,39,20
540651,6444,39,20
541402,9008,40,16
541468,10316,40,16
541978,1730,40,16
541978,2475,39,20
541978,2475,40,16
542053,10907,29,9
542054,3174,29,9
542054,3741,29,9
542054,6797,29,9
542056,3179,29,9
542056,3598,29,9
542056,9695,29,9
542056,12727,29,9
542573,1687,40,16
542573,4246,40,16
542573,8300,39,20
542573,10811,40,16
542573,13530,40,16
542574,2711,39,20
542574,10407,40,16
542608,4269,40,16
584021,7675,40,16
584088,8129,40,16
584245,11076,40,16
584446,3864,40,16
585545,8896,40,16
585672,13173,40,16
586280,10599,39,20
586350,9661,40,16
586601,8586,40,16
586797,3439,40,16
586966,11424,40,16
587108,7501,40,16
587468,8354,40,16
587768,7355,40,16
588183,4104,40,16
588277,9173,40,16
588879,6899,40,16
588972,11219,40,16
589678,3389,40,16
590252,1605,40,16
590718,4527,40,16
590907,4748,40,16
591608,2056,40,16
591701,7048,40,16
591904,6332,40,16
591978,5008,40,16
595581,4438,40,16
596164,10549,40,16
596165,2872,40,16
596165,3004,40,16
596165,3531,40,16
596165,5359,40,16
596165,5527,40,16
596165,7084,40,16
596165,7735,40,16
596165,7993,40,16
596165,8774,40,16
596166,5655,40,16
596166,14098,40,16
596181,9402,40,16
596182,9482,39,20
596183,3429,40,16
596183,12250,40,16
596184,8414,40,16
