Cliente,FechaAltaCliente,Region,Gerencia,SubCanal,TipoPoblacion,Estrato,EF
10862,2017-04-04,3,32,9,1,1,0
10864,2017-04-04,5,11,22,2,2,0
10874,2017-04-05,1,5,18,2,1,0
10879,2017-04-07,3,25,9,1,2,0
10895,2017-04-11,1,4,9,2,1,0
10897,2017-04-11,4,15,9,1,2,0
10908,2017-04-14,4,14,12,1,1,0
10910,2017-04-14,5,27,16,2,2,0
10915,2017-04-16,5,29,9,2,1,0
10919,2017-04-17,4,6,9,2,4,0
10941,2017-04-24,1,4,9,2,2,1
10942,2017-04-24,5,12,9,1,2,0
10946,2017-04-24,4,13,16,2,1,1
10951,2017-04-24,3,32,9,2,3,0
10956,2017-04-24,1,5,15,2,2,1
10962,2017-04-26,4,21,9,2,3,0
10963,2017-04-27,3,28,12,2,2,0
10964,2017-04-27,3,24,16,2,2,1
10967,2017-04-27,5,11,18,2,2,1
10968,2017-04-27,1,18,9,2,4,0
10969,2017-04-27,3,32,9,1,2,0
10978,2017-05-02,4,15,9,2,3,0
10983,2017-05-02,5,31,9,2,3,1
10989,2017-05-02,5,11,9,2,2,0
10995,2017-05-03,4,6,12,2,2,0
11004,2017-05-07,1,23,15,2,3,0
11009,2017-05-08,1,20,15,1,1,0
11013,2017-05-08,4,13,9,2,1,0
11020,2017-05-10,5,19,9,2,1,0
11035,2017-05-12,3,25,9,1,2,1
11039,2017-05-15,1,18,9,2,2,1
11040,2017-05-16,5,11,9,2,1,0
11047,2017-05-17,3,8,9,2,3,0
11057,2017-05-18,1,5,9,2,1,0
11061,2017-05-19,3,10,15,2,2,1
11067,2017-05-21,4,15,9,2,2,1
11071,2017-05-22,3,10,12,2,3,1
11076,2017-05-23,3,10,16,2,2,1
11084,2017-05-29,1,18,19,2,3,0
11085,2017-05-29,3,10,18,2,2,0
11089,2017-05-29,4,6,9,2,3,0
11098,2017-05-29,1,16,9,2,2,0
11109,2017-06-04,5,12,9,1,2,0
11115,2017-06-04,5,11,9,2,2,0
11118,2017-06-04,4,15,12,2,3,1
11130,2017-06-06,5,27,9,2,3,0
11136,2017-06-06,4,6,9,2,3,1
11139,2017-06-08,5,12,9,2,1,0
11140,2017-06-08,4,13,10,2,1,1
11144,2017-06-08,3,28,9,2,2,0
11150,2017-06-08,3,7,11,2,4,0
11151,2017-06-08,3,8,12,2,3,1
11154,2017-06-08,5,17,9,2,1,1
11159,2017-06-09,3,9,9,2,3,0
11162,2017-06-09,1,5,9,2,3,0
11166,2017-06-12,5,31,9,1,1,0
11177,2017-06-14,3,10,7,2,2,0
11178,2017-06-14,3,24,9,2,2,0
11184,2017-06-14,5,33,12,2,2,0
11191,2017-06-14,3,9,7,2,3,1
11214,2017-06-20,3,24,9,2,2,0
11216,2017-06-20,4,22,12,2,3,1
11218,2017-06-21,5,33,9,1,2,0
11237,2017-06-22,4,21,9,2,2,0
11241,2017-06-26,3,10,15,2,2,0
11243,2017-06-26,5,12,15,2,3,0
11246,2017-06-26,1,5,9,2,2,0
11247,2017-06-26,5,33,10,1,2,0
11259,2017-06-27,4,21,6,2,2,0
11263,2017-07-17,1,18,12,2,4,1
11265,2017-06-28,3,28,18,2,2,0
11269,2017-07-03,3,7,7,2,2,0
11271,2017-07-03,5,29,10,2,2,0
11274,2017-07-03,5,11,1,2,2,0
11298,2017-07-07,3,30,22,2,2,0
11299,2017-07-07,1,5,15,1,2,1
11303,2017-07-09,4,22,6,2,1,0
11304,2017-07-09,4,13,10,2,2,1
11306,2017-07-10,3,24,22,2,3,0
11323,2017-07-12,5,17,11,2,2,0
11325,2017-07-12,1,4,7,2,1,1
11329,2017-07-13,4,13,10,2,2,0
11334,2017-07-16,4,6,10,2,2,0
11337,2017-07-17,1,20,1,2,2,0
11346,2017-07-18,1,20,15,1,2,1
11347,2017-07-18,4,26,7,2,2,0
11349,2017-07-18,5,11,9,2,2,0
11351,2017-07-18,5,33,15,1,2,0
11356,2017-07-19,4,6,16,2,2,0
11360,2017-07-19,1,18,6,2,1,0
11393,2017-07-24,4,22,16,2,2,1
11403,2017-07-25,1,18,16,2,3,0
11404,2017-07-26,4,21,9,2,2,0
11410,2017-07-26,4,26,12,1,2,0
11411,2017-07-26,1,5,9,2,2,0
11413,2017-07-27,1,18,7,2,3,1
11421,2017-07-27,1,20,9,2,3,0
11432,2017-08-01,3,10,16,2,3,1
11440,2017-08-01,1,23,9,2,2,0
11441,2017-08-01,3,8,9,2,3,0
11444,2017-08-01,3,25,9,1,2,0
11458,2017-08-03,3,28,9,2,2,0
11462,2017-08-04,1,20,18,1,1,1
11470,2017-08-06,5,33,10,2,2,0
11471,2017-08-06,4,21,15,2,2,1
11477,2017-08-08,5,27,15,2,2,1
11483,2017-08-09,5,19,9,2,2,0
11496,2017-08-10,3,7,22,2,3,0
11509,2017-08-13,3,8,6,2,3,0
11515,2017-08-14,5,31,9,2,2,0
11531,2017-08-16,5,31,9,2,1,0
11535,2017-08-16,1,18,24,2,4,0
11556,2017-08-21,1,20,9,2,2,0
11559,2017-08-22,5,12,9,2,1,0
11561,2017-08-22,3,28,9,1,1,0
11568,2017-08-23,3,24,15,1,1,1
11573,2017-08-23,3,8,15,2,4,0
11578,2017-08-24,5,12,10,1,2,0
11580,2017-08-24,1,5,22,2,4,1
11590,2017-08-25,4,15,15,2,2,1
11595,2017-08-25,1,16,6,2,2,0
11599,2017-08-25,4,13,12,2,3,0
11607,2017-08-29,3,30,12,2,2,1
11624,2017-09-03,4,15,10,2,2,0
11632,2017-09-03,4,14,9,2,2,0
11641,2017-09-03,1,5,9,2,2,0
11654,2017-09-04,4,21,9,2,1,0
11660,2017-09-06,3,8,11,2,3,0
11662,2017-09-06,1,18,6,2,4,1
11669,2017-09-10,3,30,7,2,2,1
11670,2017-09-10,3,8,1,2,2,1
11681,2017-09-11,3,9,9,2,1,0
11685,2017-09-11,3,8,10,2,2,0
11697,2017-09-13,4,21,9,2,3,0
11701,2017-09-14,1,5,9,2,3,1
11704,2017-09-14,3,28,1,1,2,0
11717,2017-09-17,3,9,12,2,2,0
11719,2017-09-18,3,30,18,2,3,0
11736,2017-09-20,4,15,9,2,2,0
11743,2017-09-26,1,4,1,2,3,0
11751,2017-09-26,3,25,9,1,2,0
11753,2017-09-26,5,11,9,2,1,0
11756,2017-09-26,5,17,12,2,1,0
11758,2017-09-26,3,28,11,2,2,0
11760,2017-09-26,5,11,9,2,1,0
11762,2017-09-26,4,14,16,1,1,0
11767,2017-09-26,4,21,16,2,2,1
11778,2017-09-27,5,27,9,2,2,0
11781,2017-09-27,1,18,6,2,2,0
11790,2017-10-01,3,10,9,2,3,0
11803,2017-10-01,3,25,15,2,2,0
11811,2017-10-01,1,16,9,2,3,1
11812,2017-10-01,3,25,22,2,3,1
11815,2017-10-01,3,7,9,2,3,0
11820,2017-10-01,3,10,9,2,2,0
11831,2017-10-04,5,31,9,2,1,0
11848,2017-10-08,1,5,9,2,2,0
11849,2017-10-08,4,22,12,1,2,0
11856,2017-10-08,3,8,1,2,2,1
11857,2017-10-08,3,30,18,2,3,0
11858,2017-10-08,1,5,15,2,3,0
11867,2017-10-09,1,18,7,2,1,0
11889,2017-10-12,4,22,16,2,2,1
11894,2017-10-12,1,18,10,2,2,1
11898,2017-10-12,1,18,16,2,2,1
11913,2017-10-13,4,21,9,2,1,0
11916,2017-10-13,5,27,16,2,1,1
11918,2017-10-15,1,20,16,2,3,0
11922,2017-10-15,3,24,9,2,1,0
11925,2017-10-15,3,9,18,2,1,0
11926,2017-10-15,4,15,22,2,2,0
11931,2017-10-16,3,30,9,1,2,0
11934,2017-10-16,3,9,22,2,3,1
11937,2017-10-18,1,18,9,2,1,0
11943,2017-10-18,1,16,9,2,3,0
11945,2017-10-18,3,10,6,1,2,1
11946,2017-10-18,3,10,10,2,1,0
11966,2017-10-22,3,8,15,2,3,1
11969,2017-10-22,5,17,15,2,3,0
11978,2017-10-23,4,21,15,2,2,1
11985,2017-10-23,3,9,9,2,1,0
11986,2017-10-25,5,19,16,2,3,0
12011,2017-10-27,1,16,15,2,2,0
12018,2017-10-29,3,24,12,2,4,0
12021,2017-10-29,3,7,10,2,3,0
12026,2017-10-29,3,28,15,2,2,1
12035,2017-11-02,4,26,9,2,3,1
12036,2017-11-02,1,23,14,2,3,1
12042,2017-11-02,4,15,9,2,1,0
12047,2017-11-02,3,30,12,1,3,1
12065,2017-11-02,3,9,6,2,3,0
12070,2017-11-02,1,23,15,2,3,0
12083,2017-11-02,3,24,15,1,2,0
12093,2017-11-06,3,24,9,1,1,0
12094,2017-11-06,5,33,9,2,2,0
12102,2017-11-07,4,13,22,2,2,0
12103,2017-11-07,4,13,10,2,1,0
12114,2017-11-08,3,8,22,2,4,0
12115,2017-11-08,5,33,10,1,1,0
12117,2017-11-08,3,30,16,2,2,0
12124,2017-11-09,3,10,19,2,2,0
12132,2017-11-13,1,16,9,2,1,0
12136,2017-11-13,4,14,9,1,1,0
12139,2017-11-14,4,13,10,2,2,1
12145,2017-11-14,1,18,9,2,2,0
12146,2017-11-14,3,7,19,2,3,0
12153,2017-11-15,5,19,9,2,1,1
12154,2017-11-15,5,31,9,2,2,0
12157,2017-11-15,5,33,10,1,1,0
12165,2017-11-15,1,23,15,2,3,1
12167,2017-11-16,3,9,12,2,2,0
12169,2017-11-16,4,22,9,2,1,1
12171,2017-11-16,3,7,9,2,2,0
12174,2017-11-16,3,28,15,2,3,1
12179,2017-11-17,1,18,15,2,3,0
12185,2017-11-17,4,15,22,2,2,0
12192,2017-11-19,5,27,9,2,2,0
12194,2017-11-19,4,14,14,1,2,1
12196,2017-11-20,3,24,15,1,1,0
12198,2017-11-20,1,18,22,2,1,1
12217,2017-11-24,5,12,9,2,1,1
12219,2017-11-24,4,22,9,1,1,0
12224,2017-11-24,1,16,9,2,2,0
12247,2017-12-06,3,8,12,2,2,0
12249,2017-12-06,3,7,6,2,3,0
12251,2017-12-06,3,25,15,2,3,1
12260,2017-12-06,5,11,9,2,2,0
12264,2017-12-06,3,28,9,2,3,0
12266,2017-12-06,5,33,15,2,2,1
12271,2017-12-06,3,9,9,2,2,0
12272,2017-12-06,5,31,7,2,2,1
12273,2017-12-06,3,7,18,2,3,0
12277,2017-12-06,3,9,10,2,2,0
12283,2017-12-06,5,29,9,1,2,0
12284,2017-12-06,1,16,9,2,3,1
12292,2017-12-06,3,7,12,2,3,1
12299,2017-12-07,1,18,22,2,2,0
12300,2017-12-07,3,32,15,2,2,0
12313,2017-12-13,3,10,18,2,2,0
12315,2017-12-13,4,26,10,2,2,0
12338,2017-12-19,5,19,9,2,3,0
12339,2017-12-19,4,6,9,2,2,0
12341,2017-12-19,4,6,15,2,3,1
12343,2017-12-19,1,18,9,2,5,0
12349,2017-12-21,5,33,10,2,3,1
12355,2017-12-21,4,6,10,2,1,1
12357,2017-12-22,4,14,15,2,1,0
12358,2017-12-22,5,11,9,2,3,0
12365,2017-12-22,1,16,9,1,2,1
12371,2017-12-26,1,23,6,2,2,1
12372,2017-12-26,5,12,10,2,1,0
12375,2017-12-26,5,27,9,2,1,0
12386,2018-01-02,3,24,15,2,2,0
12388,2018-01-03,5,12,10,2,2,0
12393,2018-01-03,3,28,22,2,2,1
12395,2018-01-05,1,18,9,2,2,0
12399,2018-01-08,3,30,9,2,1,0
12402,2018-01-08,4,26,12,2,2,0
12403,2018-01-08,4,14,16,2,3,1
12406,2018-01-08,4,6,12,1,2,0
12410,2018-01-09,3,9,9,2,1,0
12413,2018-01-09,5,19,10,2,1,0
12419,2018-01-10,5,12,6,2,3,0
12428,2018-01-11,1,5,9,2,2,0
12433,2018-01-11,4,6,1,2,2,0
12434,2018-01-11,1,4,12,1,2,0
12437,2018-01-18,3,9,9,2,2,1
12439,2018-01-18,3,9,22,2,3,1
12441,2018-01-18,4,26,12,2,4,0
12448,2018-01-18,5,17,9,2,2,0
12465,2018-01-18,4,14,10,1,1,0
12466,2018-01-18,4,6,10,2,1,0
12471,2018-01-18,3,9,12,2,2,1
12479,2018-01-21,3,7,19,2,3,0
12481,2018-01-21,4,14,18,2,1,0
12484,2018-01-21,3,32,15,2,3,1
12486,2018-01-21,3,9,9,2,2,0
12492,2018-01-23,4,15,10,2,1,0
12494,2018-01-23,5,27,10,2,1,0
12499,2018-01-23,5,11,22,2,2,0
12509,2018-01-25,4,15,1,2,2,0
12516,2018-01-25,5,17,10,2,2,0
12519,2018-01-26,4,13,10,2,1,0
12531,2018-02-02,5,11,9,2,4,1
12536,2018-02-02,4,14,18,2,1,0
12537,2018-02-02,5,31,9,2,5,1
12552,2018-02-02,5,17,15,2,2,0
12553,2018-02-02,1,5,7,2,3,0
12554,2018-02-02,1,5,9,2,1,1
12558,2018-02-02,3,24,15,2,2,0
12560,2018-02-02,3,7,15,2,3,0
12572,2018-02-02,4,26,12,2,4,1
12574,2018-02-02,4,13,12,2,3,1
12578,2018-02-04,4,15,15,2,2,1
12583,2018-02-04,3,9,9,2,2,0
12588,2018-02-05,5,27,22,2,3,0
12590,2018-02-06,3,9,12,2,2,1
12591,2018-02-06,5,11,9,2,3,1
12595,2018-02-06,1,5,10,2,2,0
12597,2018-02-06,3,7,9,2,2,0
12599,2018-02-06,4,15,7,2,2,0
12601,2018-02-06,1,5,15,2,2,0
12605,2018-02-09,3,7,14,2,3,0
12617,2018-02-09,4,21,9,2,2,1
12620,2018-02-09,5,11,18,2,1,1
12623,2018-02-11,3,8,12,2,3,1
12628,2018-02-11,5,27,9,2,3,0
12633,2018-02-12,4,6,10,2,3,0
12637,2018-02-13,1,23,12,2,3,1
12638,2018-02-13,4,6,1,2,1,0
12647,2018-02-13,4,15,9,2,2,0
12650,2018-02-14,3,10,15,2,1,0
12655,2018-02-14,1,16,9,2,2,0
12657,2018-02-15,3,10,18,2,3,0
12658,2018-02-15,5,31,1,2,2,0
12659,2018-02-15,1,23,23,2,3,0
12661,2018-02-16,4,21,10,2,1,0
12668,2018-02-18,4,6,9,2,2,0
12684,2018-02-19,1,16,12,2,2,1
12690,2018-02-19,1,5,9,2,2,1
12697,2018-02-20,4,13,10,2,3,0
12714,2018-02-23,4,6,9,2,1,0
12735,2018-02-27,4,15,9,2,2,0
12744,2018-03-01,5,33,12,1,2,0
12745,2018-03-01,3,8,7,2,3,0
12748,2018-03-01,1,16,9,2,4,1
12757,2018-03-02,4,15,9,2,1,0
12758,2018-03-04,1,18,22,2,3,0
12765,2018-03-04,5,17,23,2,2,1
12768,2018-03-04,3,7,9,2,3,0
12770,2018-03-05,3,9,11,2,2,1
12789,2018-03-07,1,5,12,2,3,1
12793,2018-03-07,5,11,15,2,1,0
12797,2018-03-07,1,23,9,2,3,0
12813,2018-03-11,3,8,9,2,3,1
12815,2018-03-11,1,23,18,2,2,0
12817,2018-03-12,1,4,18,2,3,0
12824,2018-03-12,3,9,6,2,2,1
12831,2018-03-13,5,11,18,2,4,0
12833,2018-03-13,4,26,15,2,3,0
12841,2018-03-14,5,33,10,2,2,1
12857,2018-03-18,3,9,12,2,2,1
12859,2018-03-18,3,8,6,2,2,1
12860,2018-03-18,1,5,1,2,2,0
12861,2018-03-18,5,29,12,1,2,1
12871,2018-03-20,3,10,9,2,3,0
12881,2018-03-21,3,7,16,2,3,1
12882,2018-03-22,5,19,18,1,2,1
12884,2018-03-22,5,29,15,2,1,1
12890,2018-03-22,4,15,10,2,2,0
12891,2018-03-22,4,26,9,2,2,1
12895,2018-03-25,3,24,22,2,2,0
12904,2018-03-27,4,26,10,1,1,0
12911,2018-03-27,4,26,9,2,2,0
12912,2018-03-27,5,12,18,2,3,1
12919,2018-03-28,4,6,23,2,4,0
12921,2018-03-28,3,9,15,2,2,1
12929,2018-04-01,3,25,7,2,4,1
12940,2018-04-04,4,26,9,2,2,0
12945,2018-04-04,3,8,15,2,2,0
12947,2018-04-05,1,4,10,2,2,0
12955,2018-04-06,4,13,10,2,1,0
12988,2018-04-10,4,21,10,2,2,0
12989,2018-04-10,5,19,7,2,2,0
12998,2018-04-12,5,11,9,2,1,0
12999,2018-04-12,3,8,15,2,2,0
13002,2018-04-12,5,27,18,2,3,0
13010,2018-04-15,4,15,9,1,2,0
13021,2018-04-17,3,9,15,2,2,0
13029,2018-04-20,1,4,15,2,2,0
13030,2018-04-22,5,12,9,2,3,0
13032,2018-04-22,4,6,9,2,3,0
13053,2018-04-25,1,23,10,2,2,0
13054,2018-04-25,4,26,10,1,3,0
13067,2018-05-01,4,26,9,2,1,1
13074,2018-05-02,5,29,10,2,3,0
13087,2018-05-06,4,14,16,2,1,0
13094,2018-05-07,3,9,18,2,2,0
13099,2018-05-07,5,31,9,2,2,0
13107,2018-05-08,3,9,9,2,2,0
13108,2018-05-08,1,4,9,2,3,0
13123,2018-05-10,4,13,9,2,2,0
13128,2018-05-13,4,22,9,2,1,0
13135,2018-05-14,1,5,9,2,2,0
13137,2018-05-14,1,16,9,2,3,0
13138,2018-05-15,1,4,6,2,1,1
13139,2018-05-15,3,8,7,2,3,0
13141,2018-05-15,4,6,9,2,1,0
13145,2018-05-15,3,9,25,2,2,1
13146,2018-05-15,5,27,15,2,1,0
13152,2018-05-17,3,7,18,2,3,0
13156,2018-05-17,5,11,9,2,3,0
13157,2018-05-17,3,10,9,2,2,0
13158,2018-05-17,3,8,18,2,3,0
13163,2018-05-20,1,20,9,2,1,0
13165,2018-05-20,4,15,7,2,2,1
13166,2018-05-20,3,9,9,2,2,0
13171,2018-05-20,5,17,16,2,3,1
13173,2018-05-20,5,29,12,2,1,1
13185,2018-05-22,3,10,9,2,3,0
13186,2018-05-23,3,10,1,2,2,0
13191,2018-05-23,5,11,12,2,3,1
13192,2018-05-23,5,27,16,1,2,0
13195,2018-05-23,4,26,10,2,3,0
13196,2018-05-24,4,14,9,2,1,0
13197,2018-05-24,3,9,12,2,2,0
13203,2018-05-25,4,6,24,2,6,0
13208,2018-05-27,1,16,12,2,3,1
13218,2018-05-29,1,16,18,2,3,1
13223,2018-05-29,3,8,15,2,3,0
13230,2018-06-01,3,10,9,2,2,1
13232,2018-06-01,4,15,15,2,2,0
13233,2018-06-01,5,27,9,2,2,0
13235,2018-06-01,5,19,7,2,2,0
13239,2018-06-01,4,6,10,2,2,0
13252,2018-06-04,3,9,9,2,2,1
13254,2018-06-04,3,24,9,2,1,0
13262,2018-06-05,3,10,18,2,2,0
13264,2018-06-05,3,10,9,2,1,0
13272,2018-06-05,1,5,9,2,2,0
13284,2018-06-07,3,30,9,2,2,0
13285,2018-06-07,5,17,9,2,2,0
13294,2018-06-11,1,16,18,2,1,0
13309,2018-06-11,1,5,1,2,1,0
13311,2018-06-12,5,27,9,1,3,0
13312,2018-06-12,4,22,10,2,3,0
13317,2018-06-13,5,12,6,2,3,0
13318,2018-06-13,1,16,9,2,2,0
13337,2018-06-17,5,11,7,2,5,1
13343,2018-06-17,5,17,11,2,2,0
13348,2018-06-18,3,7,19,2,3,0
13352,2018-06-18,5,29,12,2,2,1
13365,2018-06-20,3,10,10,2,2,0
13366,2018-06-20,3,30,6,2,3,0
13370,2018-06-20,3,25,22,2,3,0
13374,2018-06-21,4,15,19,2,2,0
13382,2018-06-25,4,15,18,2,2,0
13389,2018-06-25,4,6,6,2,3,0
13392,2018-06-26,5,17,15,2,2,0
13401,2018-06-28,3,9,9,2,2,0
13407,2018-06-28,3,8,11,2,1,0
13412,2018-06-28,3,30,7,2,2,0
13416,2018-07-03,3,10,22,2,2,0
13424,2018-07-03,1,23,7,2,2,0
13430,2018-07-04,5,31,16,1,2,0
13431,2018-07-04,5,12,18,2,5,0
13442,2018-07-06,5,12,9,1,1,0
13445,2018-07-06,4,26,12,1,1,0
13446,2018-07-06,3,9,12,2,1,0
13451,2018-07-06,5,12,9,1,2,0
13487,2018-07-11,4,14,16,2,2,1
13494,2018-07-13,3,24,9,2,2,0
13500,2018-07-13,1,18,15,2,4,0
13504,2018-07-13,1,23,1,2,3,0
13507,2018-07-15,1,20,1,2,2,0
13508,2018-07-15,1,18,9,2,2,0
13510,2018-07-15,3,24,15,1,2,0
13518,2018-07-15,3,7,15,2,3,0
13519,2018-07-15,1,20,24,2,2,1
13521,2018-07-15,3,30,15,2,2,1
13532,2018-07-16,3,8,9,2,3,1
13533,2018-07-16,4,13,10,2,3,0
13537,2018-07-17,5,29,15,1,1,0
13539,2018-07-17,1,18,6,2,3,1
13542,2018-07-17,5,29,15,1,2,0
13555,2018-07-19,4,13,10,2,1,0
13573,2018-07-23,5,11,22,2,2,0
13575,2018-07-23,5,17,22,1,1,0
13579,2018-07-23,1,4,6,2,3,1
13589,2018-07-25,5,17,12,2,2,0
13605,2018-07-26,1,20,1,1,1,0
13614,2018-07-27,3,9,10,2,1,0
13621,2018-07-29,4,6,19,2,4,0
13649,2018-08-02,3,9,9,2,1,0
13651,2018-08-02,4,6,18,2,2,0
13657,2018-08-03,3,8,9,2,2,0
13661,2018-08-03,4,15,7,2,2,1
13662,2018-08-03,3,9,15,2,3,0
13664,2018-08-05,4,22,9,2,1,0
13685,2018-08-06,4,15,19,2,2,0
13688,2018-08-06,5,27,18,1,2,0
13693,2018-08-06,1,4,15,2,1,0
13694,2018-08-06,4,26,7,1,2,0
13695,2018-08-06,3,10,18,2,2,0
13697,2018-08-06,1,20,1,2,1,0
13700,2018-08-06,4,13,10,2,1,0
13701,2018-08-07,3,10,9,2,2,0
13709,2018-08-07,4,15,22,2,2,0
13722,2018-08-09,1,23,1,1,3,0
13725,2018-08-09,1,4,19,2,3,0
13726,2018-08-09,1,4,12,2,2,1
13734,2018-08-09,3,28,18,2,1,0
13747,2018-08-09,3,8,18,2,3,0
13748,2018-08-09,1,18,9,2,4,0
13752,2018-08-09,1,16,1,2,1,0
13758,2018-08-09,3,10,9,2,2,0
13761,2018-08-09,3,24,22,2,2,0
13772,2018-08-09,1,16,9,2,2,0
13779,2018-08-09,4,14,9,2,1,0
13782,2018-08-09,3,9,12,2,2,1
13783,2018-08-09,5,12,9,2,2,0
13788,2018-08-09,5,27,9,2,2,0
13794,2018-08-09,1,20,1,2,3,0
13796,2018-08-09,3,10,9,2,1,0
13800,2018-08-09,4,13,10,2,2,0
13802,2018-08-09,1,5,9,2,2,1
13809,2018-08-10,3,9,22,2,2,0
13822,2018-08-10,4,22,9,2,1,0
13824,2018-08-10,3,24,9,2,2,0
13837,2018-08-10,3,28,9,2,2,0
13845,2018-08-10,1,18,19,2,2,0
13848,2018-08-10,3,10,9,2,2,0
13859,2018-08-10,3,10,22,2,2,0
13862,2018-08-10,5,17,18,2,3,0
13880,2018-08-11,1,5,9,2,2,0
13896,2018-08-11,4,26,22,2,1,0
13900,2018-08-11,5,12,9,2,2,0
13909,2018-08-11,4,14,9,2,1,0
13914,2018-08-11,4,21,9,2,2,0
13926,2018-08-11,5,12,10,2,1,0
13930,2018-08-11,5,27,9,2,1,0
13932,2018-08-11,3,9,9,2,2,0
13945,2018-08-11,3,24,10,2,2,0
13946,2018-08-11,4,21,9,2,1,0
13955,2018-08-11,5,11,9,2,3,0
13959,2018-08-12,5,19,9,2,1,0
13962,2018-08-12,3,32,9,2,2,0
13976,2018-08-12,5,33,9,2,1,0
13983,2018-08-12,3,24,15,2,2,0
13984,2018-08-12,5,33,10,2,2,0
13987,2018-08-12,5,19,9,2,1,0
14000,2018-08-12,4,21,10,2,2,0
14007,2018-08-12,1,18,9,2,1,0
14011,2018-08-12,3,8,19,2,3,0
14016,2018-08-12,3,28,10,2,1,0
14022,2018-08-12,4,22,9,2,1,0
14034,2018-08-12,1,20,19,2,2,0
14045,2018-08-13,5,27,19,2,5,0
14062,2018-08-14,3,9,9,2,2,0
14068,2018-08-15,1,16,9,2,1,0
14074,2018-08-16,1,5,1,2,1,0
14077,2018-08-20,4,21,10,2,1,0
14078,2018-08-20,4,6,9,1,2,0
14088,2018-08-21,3,10,6,2,3,0
14095,2018-08-22,1,5,15,2,3,1
14100,2018-08-22,3,8,9,2,3,0
14109,2018-08-23,1,16,1,2,3,0
14119,2018-08-24,1,5,1,2,3,0
14122,2018-08-24,1,16,16,1,2,0
14128,2018-08-26,4,14,9,2,1,0
14131,2018-08-26,3,9,10,2,3,0
14142,2018-08-27,1,5,1,2,2,0
14143,2018-08-27,5,11,9,2,3,0
14146,2018-08-27,1,18,1,2,3,0
14151,2018-08-28,3,30,12,2,4,1
14168,2018-09-02,4,13,10,2,3,1
14176,2018-09-02,5,33,10,2,1,0
14185,2018-09-03,3,28,10,2,3,1
14195,2018-09-05,4,13,9,2,2,0
14213,2018-09-07,5,33,18,2,1,0
14222,2018-09-09,4,15,10,2,1,0
14229,2018-09-11,3,10,15,2,3,0
14236,2018-09-12,4,21,11,2,2,0
14237,2018-09-12,3,8,12,2,3,1
14241,2018-09-12,4,22,6,2,2,0
14253,2018-09-13,1,20,9,1,2,0
14260,2018-09-14,1,18,18,2,3,0
14272,2018-09-17,4,6,10,2,2,0
14282,2018-09-18,1,23,9,2,3,0
14297,2018-09-21,3,9,9,2,3,0
14299,2018-09-21,1,18,7,2,4,0
14304,2018-09-23,5,33,22,2,1,0
14316,2018-09-25,5,17,9,2,2,0
14322,2018-09-26,5,29,12,2,3,0
14323,2018-09-26,3,30,18,2,3,0
14330,2018-09-28,5,33,9,1,3,0
14338,2018-10-01,5,27,1,2,1,0
14345,2018-10-02,4,21,6,2,3,0
14347,2018-10-11,1,5,22,2,3,0
14365,2018-10-08,1,5,1,2,1,0
14377,2018-10-09,4,14,10,2,3,0
14380,2018-10-10,3,30,9,2,2,0
14383,2018-10-10,1,20,1,1,2,0
14404,2018-10-16,3,7,9,2,3,0
14410,2018-10-18,4,15,15,2,1,0
14416,2018-10-19,3,10,9,2,2,0
14418,2018-10-19,4,22,9,2,2,0
14433,2018-10-22,3,8,22,2,4,1
14436,2018-10-22,3,8,18,2,3,0
14451,2018-10-24,1,16,9,2,2,0
14454,2018-10-25,5,11,9,2,2,0
14458,2018-10-26,3,9,9,2,2,1
14468,2018-10-29,1,16,9,2,3,0
14472,2018-11-01,3,10,15,2,2,1
14480,2018-11-01,4,13,10,2,1,0
14485,2018-11-01,3,7,12,2,3,1
14492,2018-11-02,4,15,24,2,1,0
14493,2018-11-02,1,20,9,2,1,0
14503,2018-11-06,3,8,9,2,3,0
14504,2018-11-06,1,5,9,2,3,1
14509,2018-11-07,1,5,15,2,5,0
14512,2018-11-08,3,7,18,2,3,0
14516,2018-11-09,1,18,9,2,2,0
14532,2018-11-13,1,18,12,2,3,0
14533,2018-11-13,4,21,9,2,3,0
14535,2018-11-13,5,33,15,2,2,0
14543,2018-11-15,1,23,1,1,3,0
14546,2018-11-15,1,20,15,2,2,1
14548,2018-11-15,1,4,9,2,2,0
14554,2018-11-16,3,10,9,2,1,0
14564,2018-11-19,5,19,10,2,2,0
14566,2018-11-19,4,22,9,2,1,0
14572,2018-11-20,3,28,15,2,2,1
14573,2018-11-20,5,12,6,2,2,0
14576,2018-11-20,3,30,7,2,2,0
14579,2018-11-21,4,6,9,2,2,0
14584,2018-11-22,5,27,9,2,1,0
14588,2018-11-23,1,18,6,2,3,1
14592,2018-11-25,4,15,12,2,2,0
14594,2018-11-25,1,20,9,2,1,0
14597,2018-11-26,4,26,9,2,3,0
14600,2018-11-26,4,6,10,2,2,0
14605,2018-11-26,4,22,10,2,1,0
14610,2018-11-27,4,15,15,2,2,0
14612,2018-11-27,3,25,7,1,3,0
14622,2018-11-28,1,18,1,2,4,0
14629,2018-12-02,1,20,1,2,3,0
14641,2018-12-02,3,8,16,2,3,1
14643,2018-12-03,4,13,9,2,2,0
14654,2018-12-04,1,4,1,2,1,0
14666,2018-12-05,3,28,9,2,3,0
14670,2018-12-06,4,14,9,2,1,0
14673,2018-12-06,3,8,9,2,2,0
14675,2018-12-06,5,12,9,2,2,0
